Datelvl,Timelvl,Water Level,Datesf,Timesf,Corrected Out (cm/hr),Date time hum,Humidity,Date time  temp,Temperature
19/01/2024,15:15:00,29.42,28/01/2024,5:30:01,5.2870,25/01/2024 8:48,77,29/01/2024 6:49,13.7
19/01/2024,15:20:00,28.01,28/01/2024,6:00:01,5.2860,25/01/2024 9:17,75.2,29/01/2024 7:14,14.5
19/01/2024,15:25:00,28.58,28/01/2024,6:30:00,5.5240,25/01/2024 9:49,73,29/01/2024 7:25,15.5
19/01/2024,15:30:00,28.85,28/01/2024,7:00:00,5.5880,25/01/2024 10:27,71,29/01/2024 7:37,16.2
19/01/2024,15:35:00,29.88,28/01/2024,7:30:00,6.5030,25/01/2024 11:04,69.6,29/01/2024 7:54,16.9
19/01/2024,15:40:00,29.91,28/01/2024,8:00:00,7.6540,25/01/2024 11:33,67.7,29/01/2024 8:12,18.3
19/01/2024,15:45:00,30.06,28/01/2024,8:30:00,9.5900,25/01/2024 11:56,66.2,29/01/2024 8:06,17.4
19/01/2024,15:50:00,29.9,28/01/2024,9:00:01,16.2590,25/01/2024 12:30,65.4,29/01/2024 8:33,19.4
19/01/2024,15:55:00,29.77,28/01/2024,9:30:00,18.6770,25/01/2024 12:43,66.9,29/01/2024 8:51,20.1
19/01/2024,16:00:00,29.92,28/01/2024,10:00:00,20.6910,25/01/2024 13:05,68.9,29/01/2024 9:11,20.9
19/01/2024,16:05:00,29.78,28/01/2024,10:30:00,16.5370,25/01/2024 13:11,71.3,29/01/2024 9:29,21.8
19/01/2024,16:10:00,29.79,28/01/2024,11:00:01,20.5320,25/01/2024 13:49,71.7,29/01/2024 9:52,22.6
19/01/2024,16:15:00,29.64,28/01/2024,11:30:01,21.9780,25/01/2024 14:28,69.3,29/01/2024 10:07,23.3
19/01/2024,16:20:00,29.44,28/01/2024,12:00:01,24.5320,25/01/2024 15:07,70,29/01/2024 10:30,23.9
19/01/2024,16:25:00,29.34,28/01/2024,12:30:01,22.5000,25/01/2024 15:23,75,29/01/2024 11:17,25.3
19/01/2024,16:30:00,29.26,28/01/2024,13:00:01,26.0960,25/01/2024 15:19,72.6,29/01/2024 12:03,25.4
19/01/2024,16:35:00,29.07,28/01/2024,13:30:01,24.9530,25/01/2024 15:15,71.3,29/01/2024 12:09,24.7
19/01/2024,16:40:00,28.99,28/01/2024,14:00:00,25.9270,25/01/2024 15:32,77.9,29/01/2024 13:00,23.5
19/01/2024,16:45:00,28.89,28/01/2024,14:30:01,25.9690,25/01/2024 15:53,79.9,29/01/2024 13:27,22.9
19/01/2024,16:50:00,28.77,28/01/2024,15:00:00,25.3440,25/01/2024 16:11,81,29/01/2024 13:49,22
19/01/2024,16:55:00,28.64,28/01/2024,15:30:00,24.8040,25/01/2024 16:58,79.4,29/01/2024 14:22,21.5
19/01/2024,17:00:00,28.61,28/01/2024,16:00:01,22.6660,25/01/2024 17:48,80.5,29/01/2024 15:09,20.9
19/01/2024,17:05:00,28.68,28/01/2024,16:30:00,22.6530,25/01/2024 18:37,80.3,29/01/2024 15:51,21.1
19/01/2024,17:10:00,28.65,28/01/2024,17:00:01,21.1120,25/01/2024 19:27,79.9,29/01/2024 16:10,20.7
19/01/2024,17:15:00,28.62,28/01/2024,17:30:00,19.7270,25/01/2024 20:02,81.3,29/01/2024 17:01,20.8
19/01/2024,17:20:00,28.58,28/01/2024,18:00:00,19.1910,25/01/2024 20:28,83.2,29/01/2024 17:21,20.5
19/01/2024,17:25:00,28.53,28/01/2024,18:30:01,17.5910,25/01/2024 20:37,85.1,29/01/2024 18:06,20.1
19/01/2024,17:30:00,28.67,28/01/2024,19:00:01,16.3140,25/01/2024 21:14,86.6,29/01/2024 18:45,19.3
19/01/2024,17:35:00,28.72,28/01/2024,19:30:01,14.2300,25/01/2024 22:03,87,29/01/2024 19:37,19.2
19/01/2024,17:40:00,28.83,28/01/2024,20:00:01,12.1050,25/01/2024 22:53,88.3,29/01/2024 20:14,18.5
19/01/2024,17:45:00,28.76,28/01/2024,20:30:01,8.2630,25/01/2024 23:42,88.5,29/01/2024 20:43,18.1
19/01/2024,17:50:00,28.63,28/01/2024,21:00:00,6.5080,26/01/2024 0:32,89.3,29/01/2024 21:32,17.8
19/01/2024,17:55:00,28.56,28/01/2024,21:30:00,6.0160,26/01/2024 1:21,88.9,29/01/2024 22:21,17.9
19/01/2024,18:00:00,28.46,28/01/2024,22:00:01,5.9170,26/01/2024 2:11,88.5,29/01/2024 23:11,17.9
19/01/2024,18:05:00,28.53,28/01/2024,22:30:01,5.6470,26/01/2024 2:48,86.6,30/01/2024 0:00,17.4
19/01/2024,18:10:00,28.61,28/01/2024,23:00:00,5.4680,26/01/2024 3:01,85.1,30/01/2024 0:49,17.4
19/01/2024,18:15:00,28.7,28/01/2024,23:30:00,5.1920,26/01/2024 3:21,83,30/01/2024 1:39,17.5
19/01/2024,18:20:00,28.71,29/01/2024,0:00:00,5.1290,26/01/2024 3:33,80.8,30/01/2024 2:28,17.9
19/01/2024,18:25:00,28.71,29/01/2024,0:30:00,5.0680,26/01/2024 4:10,78.8,30/01/2024 3:18,17.7
19/01/2024,18:30:00,28.58,29/01/2024,1:00:00,4.8900,26/01/2024 4:47,77.5,30/01/2024 4:07,17.4
19/01/2024,18:35:00,28.53,29/01/2024,1:30:00,4.8730,26/01/2024 5:18,75.9,30/01/2024 4:56,17.1
19/01/2024,18:40:00,28.36,29/01/2024,2:00:01,4.8630,26/01/2024 6:10,76,30/01/2024 5:46,17
19/01/2024,18:45:00,28.32,29/01/2024,2:30:00,4.8950,26/01/2024 6:59,75.8,30/01/2024 6:35,16.7
19/01/2024,18:50:00,28.29,29/01/2024,3:00:01,4.7180,26/01/2024 7:49,74,30/01/2024 7:24,17.1
19/01/2024,18:55:00,28.26,29/01/2024,3:30:01,4.9190,26/01/2024 8:24,74.7,30/01/2024 8:10,17.8
19/01/2024,19:00:00,28.17,29/01/2024,4:00:01,4.7280,26/01/2024 8:34,77.4,30/01/2024 8:36,18.6
19/01/2024,19:05:00,28.15,29/01/2024,4:30:01,4.6990,26/01/2024 8:42,79.5,30/01/2024 9:13,19.4
19/01/2024,19:10:00,28.16,29/01/2024,5:00:00,5.0810,26/01/2024 8:52,81.8,30/01/2024 10:01,20.2
19/01/2024,19:15:00,28.13,29/01/2024,5:30:00,4.6570,26/01/2024 8:59,84.7,30/01/2024 10:53,20.5
19/01/2024,19:20:00,28.1,29/01/2024,6:00:00,4.4720,26/01/2024 9:19,86.6,30/01/2024 11:32,21.3
19/01/2024,19:25:00,28.12,29/01/2024,6:30:00,4.5850,26/01/2024 9:19,87.8,30/01/2024 12:04,21.7
19/01/2024,19:30:00,28.2,29/01/2024,7:00:01,4.7090,26/01/2024 9:52,85.7,30/01/2024 12:49,20.9
19/01/2024,19:35:00,31.4,29/01/2024,7:30:00,5.6000,26/01/2024 9:54,83.3,30/01/2024 13:35,20.9
19/01/2024,19:40:00,34.71,29/01/2024,8:00:01,8.0670,26/01/2024 9:59,81.2,30/01/2024 13:45,20.6
19/01/2024,19:45:00,37.39,29/01/2024,8:30:00,11.0780,26/01/2024 10:09,78.7,30/01/2024 14:32,20.6
19/01/2024,19:50:00,40.03,29/01/2024,9:00:01,14.5990,26/01/2024 10:18,76.4,30/01/2024 15:18,20.7
19/01/2024,19:55:00,42.56,29/01/2024,9:30:01,17.9830,26/01/2024 10:21,74.3,30/01/2024 16:11,20.3
19/01/2024,20:00:00,44.97,29/01/2024,10:00:00,21.7870,26/01/2024 10:33,71.7,30/01/2024 16:56,20
19/01/2024,20:05:00,47.21,29/01/2024,10:30:01,23.6460,26/01/2024 10:31,69.8,30/01/2024 17:49,19.8
19/01/2024,20:10:00,49.3,29/01/2024,11:00:01,27.0550,26/01/2024 10:44,67.6,30/01/2024 18:15,19.4
19/01/2024,20:15:00,51.38,29/01/2024,11:30:01,23.0120,26/01/2024 10:50,65.9,30/01/2024 18:55,19.1
19/01/2024,20:20:00,52.91,29/01/2024,12:00:01,25.5920,26/01/2024 10:58,64.4,30/01/2024 19:32,18.5
19/01/2024,20:25:00,54.71,29/01/2024,12:30:00,26.3840,26/01/2024 11:10,62.6,30/01/2024 20:09,17.7
19/01/2024,20:30:00,56.14,29/01/2024,13:00:00,26.6890,26/01/2024 11:15,60.6,30/01/2024 20:50,17.1
19/01/2024,20:35:00,57.5,29/01/2024,13:30:00,26.3100,26/01/2024 11:19,58.4,30/01/2024 21:29,16.6
19/01/2024,20:40:00,58.57,29/01/2024,14:00:00,24.7710,26/01/2024 11:35,56.8,30/01/2024 22:13,16
19/01/2024,20:45:00,58.95,29/01/2024,14:30:00,24.7490,26/01/2024 11:41,54.4,30/01/2024 23:02,15.7
19/01/2024,20:50:00,59.61,29/01/2024,15:00:00,21.5140,26/01/2024 11:48,52.6,30/01/2024 23:53,15.7
19/01/2024,20:55:00,59.63,29/01/2024,15:30:01,21.5790,26/01/2024 11:48,50.8,31/01/2024 0:41,16.5
19/01/2024,21:00:00,59.11,29/01/2024,16:00:00,20.2480,26/01/2024 12:04,48.7,31/01/2024 1:30,16.6
19/01/2024,21:05:00,58.56,29/01/2024,16:30:01,20.6160,26/01/2024 12:00,47.6,31/01/2024 2:16,16
19/01/2024,21:10:00,57.65,29/01/2024,17:00:01,19.0460,26/01/2024 12:54,50.5,31/01/2024 3:00,15.5
19/01/2024,21:15:00,56.5,29/01/2024,17:30:01,17.9770,26/01/2024 13:37,47.9,31/01/2024 3:37,14.8
19/01/2024,21:20:00,55.12,29/01/2024,18:00:01,15.3750,26/01/2024 13:22,49.5,31/01/2024 4:14,14.6
19/01/2024,21:25:00,53.21,29/01/2024,18:30:01,13.7280,26/01/2024 14:16,45.5,31/01/2024 4:49,14
19/01/2024,21:30:00,51.33,29/01/2024,19:00:00,10.9280,26/01/2024 14:23,47.9,31/01/2024 5:29,13.2
19/01/2024,21:35:00,49.32,29/01/2024,19:30:01,10.8270,26/01/2024 14:12,44.2,31/01/2024 6:10,13.4
19/01/2024,21:40:00,47.18,29/01/2024,20:00:00,8.3280,26/01/2024 14:52,49.5,31/01/2024 6:16,14.4
19/01/2024,21:45:00,44.36,29/01/2024,20:30:00,6.7460,26/01/2024 15:37,51.1,31/01/2024 6:26,15.3
19/01/2024,21:50:00,41.2,29/01/2024,21:00:01,6.1590,26/01/2024 15:18,49,31/01/2024 6:55,15.9
19/01/2024,21:55:00,38.19,29/01/2024,21:30:00,5.6500,26/01/2024 15:49,53.4,31/01/2024 7:31,16.7
19/01/2024,22:00:00,35.31,29/01/2024,22:00:00,5.2790,26/01/2024 15:51,55.5,31/01/2024 7:20,15.6
19/01/2024,22:05:00,31.98,29/01/2024,22:30:00,5.2700,26/01/2024 16:28,49.9,31/01/2024 7:52,17.6
19/01/2024,22:10:00,29.73,29/01/2024,23:00:01,5.3050,26/01/2024 16:44,47.9,31/01/2024 8:23,17.7
19/01/2024,22:15:00,28.63,29/01/2024,23:30:00,5.2490,26/01/2024 16:57,51.6,31/01/2024 9:12,17.7
19/01/2024,22:20:00,28.04,30/01/2024,0:00:01,5.2410,26/01/2024 17:17,48.8,31/01/2024 9:50,18.9
19/01/2024,22:25:00,27.9,30/01/2024,0:30:00,5.3520,26/01/2024 17:26,47.4,31/01/2024 9:39,18
19/01/2024,22:30:00,27.73,30/01/2024,1:00:01,5.2420,26/01/2024 18:05,49.8,31/01/2024 10:28,19.4
19/01/2024,22:35:00,27.72,30/01/2024,1:30:00,5.2570,26/01/2024 18:16,52.1,31/01/2024 11:12,19.9
19/01/2024,22:40:00,27.64,30/01/2024,2:00:01,5.2640,26/01/2024 18:44,49.9,31/01/2024 12:03,19.7
19/01/2024,22:45:00,27.3,30/01/2024,2:30:01,5.2440,26/01/2024 19:05,54,31/01/2024 12:49,20
19/01/2024,22:50:00,27.03,30/01/2024,3:00:01,5.4830,26/01/2024 18:48,51.9,31/01/2024 13:38,20.4
19/01/2024,22:55:00,26.95,30/01/2024,3:30:00,5.3600,26/01/2024 19:46,56.7,31/01/2024 14:03,20.8
19/01/2024,23:00:00,26.78,30/01/2024,4:00:00,5.3070,26/01/2024 20:17,59.2,31/01/2024 14:42,20.3
19/01/2024,23:05:00,26.46,30/01/2024,4:30:00,5.4760,26/01/2024 20:33,62.3,31/01/2024 15:26,20.5
19/01/2024,23:10:00,26.33,30/01/2024,5:00:01,5.5190,26/01/2024 20:31,60.1,31/01/2024 16:18,20.2
19/01/2024,23:15:00,26.08,30/01/2024,5:30:00,5.5310,26/01/2024 20:57,65.5,31/01/2024 17:04,19.8
19/01/2024,23:20:00,26.51,30/01/2024,6:00:00,5.7750,26/01/2024 21:21,66.5,31/01/2024 17:40,19.6
19/01/2024,23:25:00,25.97,30/01/2024,6:30:00,5.7640,26/01/2024 21:52,68.1,31/01/2024 18:30,19.6
19/01/2024,23:30:00,25.62,30/01/2024,7:00:01,6.1730,26/01/2024 22:26,70.4,31/01/2024 18:59,19.3
19/01/2024,23:35:00,26.93,30/01/2024,7:30:00,6.8730,26/01/2024 22:55,72.2,31/01/2024 19:36,18.7
19/01/2024,23:40:00,26.34,30/01/2024,8:00:01,8.2340,26/01/2024 23:32,72,31/01/2024 20:05,17.9
19/01/2024,23:45:00,25.96,30/01/2024,8:30:01,12.8020,26/01/2024 23:53,74,31/01/2024 20:50,17.2
19/01/2024,23:50:00,25.65,30/01/2024,9:00:00,13.9020,27/01/2024 0:26,76.1,31/01/2024 21:32,16.5
19/01/2024,23:55:00,25.95,30/01/2024,9:30:01,15.3460,27/01/2024 0:22,78.7,31/01/2024 22:20,16
20/01/2024,0:00:00,26.77,30/01/2024,10:00:01,29.9560,27/01/2024 0:58,74.9,31/01/2024 23:10,15.7
20/01/2024,0:05:00,26.28,30/01/2024,10:30:00,21.2620,27/01/2024 1:24,73.5,31/01/2024 23:51,15.4
20/01/2024,0:10:00,26.05,30/01/2024,11:00:00,23.7240,27/01/2024 1:59,74.6,1/02/2024 0:29,14.7
20/01/2024,0:15:00,26.02,30/01/2024,11:30:00,23.9940,27/01/2024 2:23,76.9,1/02/2024 1:07,14.7
20/01/2024,0:20:00,25.67,30/01/2024,12:00:00,26.2950,27/01/2024 2:42,78.5,1/02/2024 1:52,14.5
20/01/2024,0:25:00,25.45,30/01/2024,12:30:00,23.9340,27/01/2024 3:15,80.3,1/02/2024 2:43,14.1
20/01/2024,0:30:00,25.28,30/01/2024,13:00:01,26.6960,27/01/2024 3:50,82.6,1/02/2024 3:29,13.9
20/01/2024,0:35:00,24.98,30/01/2024,13:30:00,24.8180,27/01/2024 4:27,84.4,1/02/2024 4:04,13.1
20/01/2024,0:40:00,26.96,30/01/2024,14:00:01,25.5850,27/01/2024 5:02,83.3,1/02/2024 4:55,13
20/01/2024,0:45:00,26.06,30/01/2024,14:30:01,24.2770,27/01/2024 5:23,81.6,1/02/2024 5:44,13.5
20/01/2024,0:50:00,25.75,30/01/2024,15:00:01,23.1900,27/01/2024 6:12,80.4,1/02/2024 6:21,14.4
20/01/2024,0:55:00,25.55,30/01/2024,15:30:01,23.4380,27/01/2024 7:05,81.6,1/02/2024 6:59,15.3
20/01/2024,1:00:00,25.21,30/01/2024,16:00:00,21.6960,27/01/2024 7:33,80,1/02/2024 7:27,16.1
20/01/2024,1:05:00,24.85,30/01/2024,16:30:00,21.5870,27/01/2024 7:47,77.8,1/02/2024 8:04,16.8
20/01/2024,1:10:00,24.74,30/01/2024,17:00:01,20.7400,27/01/2024 7:59,75.8,1/02/2024 8:45,17.5
20/01/2024,1:15:00,24.88,30/01/2024,17:30:01,19.6790,27/01/2024 8:20,73.9,1/02/2024 9:26,18
20/01/2024,1:20:00,24.84,30/01/2024,18:00:01,18.5870,27/01/2024 8:37,71.5,1/02/2024 10:03,18.7
20/01/2024,1:25:00,25.97,30/01/2024,18:30:00,16.8440,27/01/2024 8:57,69.4,,
20/01/2024,1:30:00,25.26,30/01/2024,19:00:01,15.1010,27/01/2024 9:01,67.5,,
20/01/2024,1:35:00,24.97,30/01/2024,19:30:01,12.9450,27/01/2024 9:09,65.5,,
20/01/2024,1:40:00,24.61,30/01/2024,20:00:00,10.4210,27/01/2024 9:41,63.6,,
20/01/2024,1:45:00,24.46,30/01/2024,20:30:00,7.4480,27/01/2024 10:14,61.1,,
20/01/2024,1:50:00,24.34,30/01/2024,21:00:00,6.4880,27/01/2024 10:48,58.9,,
20/01/2024,1:55:00,24.43,30/01/2024,21:30:00,5.8800,27/01/2024 10:55,57.3,,
20/01/2024,2:00:00,24.08,30/01/2024,22:00:01,5.6880,27/01/2024 11:17,59.5,,
20/01/2024,2:05:00,24.19,30/01/2024,22:30:01,5.6690,27/01/2024 11:28,54.4,,
20/01/2024,2:10:00,24.15,30/01/2024,23:00:01,5.6330,27/01/2024 11:21,57.7,,
20/01/2024,2:15:00,24.34,30/01/2024,23:30:01,5.5430,27/01/2024 11:42,52.4,,
20/01/2024,2:20:00,24.16,31/01/2024,0:00:01,5.2620,27/01/2024 12:09,50.3,,
20/01/2024,2:25:00,25.54,31/01/2024,0:30:00,5.2470,27/01/2024 12:22,48.2,,
20/01/2024,2:30:00,25.08,31/01/2024,1:00:00,5.3130,27/01/2024 12:58,50.4,,
20/01/2024,2:35:00,24.69,31/01/2024,1:30:01,5.1930,27/01/2024 13:16,48.1,,
20/01/2024,2:40:00,24.63,31/01/2024,2:00:01,5.4370,27/01/2024 13:42,46,,
20/01/2024,2:45:00,24.38,31/01/2024,2:30:01,5.2460,27/01/2024 13:42,48.4,,
20/01/2024,2:50:00,24.27,31/01/2024,3:00:00,5.3350,27/01/2024 14:26,45.3,,
20/01/2024,2:55:00,24.11,31/01/2024,3:30:00,5.6700,27/01/2024 14:23,43.6,,
20/01/2024,3:00:00,23.89,31/01/2024,4:00:00,5.5090,27/01/2024 14:56,48,,
20/01/2024,3:05:00,23.9,31/01/2024,4:30:00,5.8310,27/01/2024 15:14,55.7,,
20/01/2024,3:10:00,23.91,31/01/2024,5:00:01,5.8980,27/01/2024 15:08,53.2,,
20/01/2024,3:15:00,23.95,31/01/2024,5:30:01,5.7520,27/01/2024 15:08,51.4,,
20/01/2024,3:20:00,24.04,31/01/2024,6:00:01,5.5280,27/01/2024 15:08,49.7,,
20/01/2024,3:25:00,23.85,31/01/2024,6:30:01,5.6320,27/01/2024 15:37,58.1,,
20/01/2024,3:30:00,24.96,31/01/2024,7:00:01,5.5990,27/01/2024 16:03,55.8,,
20/01/2024,3:35:00,24.38,31/01/2024,7:30:01,8.0900,27/01/2024 16:21,61.9,,
20/01/2024,3:40:00,24.18,31/01/2024,8:00:01,12.7890,27/01/2024 16:18,59.8,,
20/01/2024,3:45:00,24.02,31/01/2024,8:30:00,11.0580,27/01/2024 16:06,58.2,,
20/01/2024,3:50:00,24.02,31/01/2024,9:00:01,17.1750,27/01/2024 16:32,64.8,,
20/01/2024,3:55:00,23.79,31/01/2024,9:30:01,14.5780,27/01/2024 17:19,61.6,,
20/01/2024,4:00:00,23.79,31/01/2024,10:00:00,12.9240,27/01/2024 17:08,59.5,,
20/01/2024,4:05:00,23.79,31/01/2024,10:30:00,16.9030,27/01/2024 17:12,57.9,,
20/01/2024,4:10:00,25.24,31/01/2024,11:00:00,22.3390,27/01/2024 17:08,56,,
20/01/2024,4:15:00,24.73,31/01/2024,11:30:00,19.8890,27/01/2024 17:16,54.1,,
20/01/2024,4:20:00,24.62,31/01/2024,12:00:00,23.1110,27/01/2024 17:22,51.6,,
20/01/2024,4:25:00,24.39,31/01/2024,12:30:01,23.4080,27/01/2024 18:00,63.7,,
20/01/2024,4:30:00,24.35,31/01/2024,13:00:01,23.3120,27/01/2024 17:41,62,,
20/01/2024,4:35:00,24.11,31/01/2024,13:30:01,23.9380,27/01/2024 17:41,60.3,,
20/01/2024,4:40:00,23.88,31/01/2024,14:00:00,25.2150,27/01/2024 17:41,58.7,,
20/01/2024,4:45:00,24.19,31/01/2024,14:30:01,24.5230,27/01/2024 18:29,68.6,,
20/01/2024,4:50:00,25.55,31/01/2024,15:00:00,24.5760,27/01/2024 18:32,66.9,,
20/01/2024,4:55:00,24.87,31/01/2024,15:30:01,22.5820,27/01/2024 18:14,65.5,,
20/01/2024,5:00:00,24.81,31/01/2024,16:00:01,22.1250,27/01/2024 19:11,65.9,,
20/01/2024,5:05:00,24.56,31/01/2024,16:30:00,22.1600,27/01/2024 19:39,63.2,,
20/01/2024,5:10:00,24.36,31/01/2024,17:00:01,19.6120,27/01/2024 19:40,61.3,,
20/01/2024,5:15:00,24.34,31/01/2024,17:30:00,19.5990,27/01/2024 20:16,65.9,,
20/01/2024,5:20:00,24.16,31/01/2024,18:00:00,18.3960,27/01/2024 20:37,68.7,,
20/01/2024,5:25:00,24.06,31/01/2024,18:30:00,16.9750,27/01/2024 20:58,70.8,,
20/01/2024,5:30:00,25.61,31/01/2024,19:00:00,14.7710,27/01/2024 21:30,72.9,,
20/01/2024,5:35:00,25.09,31/01/2024,19:30:00,12.3860,27/01/2024 21:52,74.3,,
20/01/2024,5:40:00,24.97,31/01/2024,20:00:01,10.6730,27/01/2024 22:41,74.2,,
20/01/2024,5:45:00,25.01,31/01/2024,20:30:01,7.6760,27/01/2024 23:31,74.9,,
20/01/2024,5:50:00,24.85,31/01/2024,21:00:01,6.3340,28/01/2024 0:12,76.7,,
20/01/2024,5:55:00,26.29,31/01/2024,21:30:00,6.0190,28/01/2024 0:33,78.8,,
20/01/2024,6:00:00,25.65,31/01/2024,22:00:01,5.5200,28/01/2024 1:10,80.9,,
20/01/2024,6:05:00,25.2,31/01/2024,22:30:01,5.5910,28/01/2024 1:52,82.4,,
20/01/2024,6:10:00,25.06,31/01/2024,23:00:01,5.5220,28/01/2024 2:12,80.4,,
20/01/2024,6:15:00,24.94,31/01/2024,23:30:00,5.3020,28/01/2024 2:41,78.9,,
20/01/2024,6:20:00,24.75,1/02/2024,0:00:00,5.1720,28/01/2024 3:30,79.4,,
20/01/2024,6:25:00,24.76,1/02/2024,0:30:01,5.0130,28/01/2024 4:19,80.4,,
20/01/2024,6:30:00,26.05,1/02/2024,1:00:00,4.9790,28/01/2024 5:02,82,,
20/01/2024,6:35:00,25.78,1/02/2024,1:30:00,5.1710,28/01/2024 5:50,83.1,,
20/01/2024,6:40:00,25.59,1/02/2024,2:00:00,4.8770,28/01/2024 6:40,83.7,,
20/01/2024,6:45:00,25.36,1/02/2024,2:30:00,5.1200,28/01/2024 7:17,82.8,,
20/01/2024,6:50:00,25.18,1/02/2024,3:00:01,5.0580,28/01/2024 7:46,80.7,,
20/01/2024,6:55:00,25.05,1/02/2024,3:30:01,4.9130,28/01/2024 8:23,79.1,,
20/01/2024,7:00:00,24.84,1/02/2024,4:00:00,5.1180,28/01/2024 8:39,77.1,,
20/01/2024,7:05:00,25.08,1/02/2024,4:30:01,4.8650,28/01/2024 8:54,74.3,,
20/01/2024,7:10:00,29.18,1/02/2024,5:00:01,4.7510,28/01/2024 9:12,71.8,,
20/01/2024,7:15:00,32.56,1/02/2024,5:30:01,4.9930,28/01/2024 9:29,69.2,,
20/01/2024,7:20:00,35.59,1/02/2024,6:00:00,5.1190,28/01/2024 9:49,67.7,,
20/01/2024,7:25:00,38.55,1/02/2024,6:30:00,5.2130,28/01/2024 9:53,65.7,,
20/01/2024,7:30:00,41.11,1/02/2024,7:00:00,5.1090,28/01/2024 10:20,64.4,,
20/01/2024,7:35:00,43.89,1/02/2024,7:30:01,5.2150,28/01/2024 11:11,65.3,,
20/01/2024,7:40:00,46.7,1/02/2024,8:00:00,6.8370,28/01/2024 11:41,63.2,,
20/01/2024,7:45:00,48.45,1/02/2024,8:30:00,9.1750,28/01/2024 11:55,61.7,,
20/01/2024,7:50:00,50.05,1/02/2024,9:00:01,12.4720,28/01/2024 12:35,60.7,,
20/01/2024,7:55:00,51.87,1/02/2024,9:30:00,13.9730,28/01/2024 12:30,58.9,,
20/01/2024,8:00:00,53.11,1/02/2024,10:00:00,15.0410,28/01/2024 12:28,57,,
20/01/2024,8:05:00,54.23,1/02/2024,10:30:01,,28/01/2024 12:26,55.5,,
20/01/2024,8:10:00,55.63,1/02/2024,11:00:01,,28/01/2024 13:12,62.4,,
20/01/2024,8:15:00,57.16,1/02/2024,11:30:00,,28/01/2024 13:26,60.2,,
20/01/2024,8:20:00,57.9,,,,28/01/2024 13:28,58.5,,
20/01/2024,8:25:00,58.48,,,,28/01/2024 13:52,60.6,,
20/01/2024,8:30:00,59.04,,,,28/01/2024 14:07,57.7,,
20/01/2024,8:35:00,59.4,,,,28/01/2024 14:30,55.2,,
20/01/2024,8:40:00,59.39,,,,28/01/2024 14:38,54.4,,
20/01/2024,8:45:00,58.89,,,,28/01/2024 15:07,56.5,,
20/01/2024,8:50:00,58.71,,,,28/01/2024 15:25,58.4,,
20/01/2024,8:55:00,58.08,,,,28/01/2024 15:40,60.7,,
20/01/2024,9:00:00,57.06,,,,28/01/2024 16:03,62.7,,
20/01/2024,9:05:00,55.45,,,,28/01/2024 16:48,63.7,,
20/01/2024,9:10:00,53.37,,,,28/01/2024 17:33,63.8,,
20/01/2024,9:15:00,51.36,,,,28/01/2024 18:02,61.6,,
20/01/2024,9:20:00,49.73,,,,28/01/2024 18:53,63.4,,
20/01/2024,9:25:00,47.51,,,,28/01/2024 19:35,63.9,,
20/01/2024,9:30:00,44.41,,,,28/01/2024 20:12,66,,
20/01/2024,9:35:00,41.06,,,,28/01/2024 20:28,67.7,,
20/01/2024,9:40:00,37.69,,,,28/01/2024 20:36,69.9,,
20/01/2024,9:45:00,34.41,,,,28/01/2024 20:45,71.9,,
20/01/2024,9:50:00,31.13,,,,28/01/2024 21:01,73.8,,
20/01/2024,9:55:00,27.71,,,,28/01/2024 21:09,76.1,,
20/01/2024,10:00:00,25.99,,,,28/01/2024 21:18,78.4,,
20/01/2024,10:05:00,25.48,,,,28/01/2024 21:36,80.7,,
20/01/2024,10:10:00,25.12,,,,28/01/2024 22:03,82.9,,
20/01/2024,10:15:00,25.19,,,,28/01/2024 22:44,84.3,,
20/01/2024,10:20:00,25.31,,,,28/01/2024 23:25,84.8,,
20/01/2024,10:25:00,24.92,,,,28/01/2024 23:54,86.2,,
20/01/2024,10:30:00,24.99,,,,29/01/2024 0:42,87.5,,
20/01/2024,10:35:00,25.08,,,,29/01/2024 1:31,87.7,,
20/01/2024,10:40:00,25.28,,,,29/01/2024 2:21,88.9,,
20/01/2024,10:45:00,25.22,,,,29/01/2024 3:10,89.8,,
20/01/2024,10:50:00,24.96,,,,29/01/2024 3:59,90,,
20/01/2024,10:55:00,25.15,,,,29/01/2024 4:49,90.3,,
20/01/2024,11:00:00,25.15,,,,29/01/2024 5:38,90.3,,
20/01/2024,11:05:00,25.11,,,,29/01/2024 6:27,90.2,,
20/01/2024,11:10:00,24.97,,,,29/01/2024 7:17,91.5,,
20/01/2024,11:15:00,24.54,,,,29/01/2024 7:58,90.8,,
20/01/2024,11:20:00,26.11,,,,29/01/2024 8:14,88.1,,
20/01/2024,11:25:00,26,,,,29/01/2024 8:22,85.5,,
20/01/2024,11:30:00,25.95,,,,29/01/2024 8:35,83.1,,
20/01/2024,11:35:00,25.71,,,,29/01/2024 8:51,80.9,,
20/01/2024,11:40:00,25.65,,,,29/01/2024 9:08,78.6,,
20/01/2024,11:45:00,25.84,,,,29/01/2024 9:16,76.3,,
20/01/2024,11:50:00,25.97,,,,29/01/2024 9:24,74.2,,
20/01/2024,11:55:00,25.81,,,,29/01/2024 9:32,72.3,,
20/01/2024,12:00:00,25.79,,,,29/01/2024 9:41,70.8,,
20/01/2024,12:05:00,25.74,,,,29/01/2024 9:57,68.7,,
20/01/2024,12:10:00,25.84,,,,29/01/2024 10:13,66.7,,
